link,title,snippet,date,source,content
https://www.freepressjournal.in/indore/indore-films-can-awaken-feelings-shape-minds-says-gokulotsavji,"Indore: Films Can Awaken Feelings, Shape Minds, Says Gokulotsavji","Gokulotsavji Maharaj was the chief guest at the inaugural function of the 
three-day fest, which is being held in the auditorium of Devi...",1 day ago,Free Press Journal,"Indore (Madhya Pradesh): Padma Bhushan Shri Gokulotsavji Maharaj here on Wednesday said that films have such transforming power which can awaken feelings, start conversations and shape minds. “Filmmaking is an art and the work of artistes is to bring a ray of hope to the world, using a universal language connecting all together,” he said at the inaugural function of the 25th UGC-CEC Educational Film Festival. Gokulotsavji Maharaj was the chief guest at the inaugural function of the three-day fest, which is being held in the auditorium of Devi Ahilya Vishwavidyalaya (DAVV) from Wednesday. He appreciated the efforts of the Consortium for Educational Communication and Educational Multimedia Research Centre, DAVV, for organising the festival in Indore, the city of many artists and academicians. In his presidential address, CEC director Prof Jagat Bhushan Nadda lauded the DAVV for proactively promoting digital education and setting an example for universities across India by organising such events. He also praised the university for its efforts to integrate ICT based tools and technologies for the betterment of its students, reflecting its attempts to live up to its name, following Devi Ahilya’s philosophy of continuously working for her people and leading them holistically. Recognising the efforts being put in by academicians and educational technologists all over the country in the production of video content, Nadda announced that the festival has been revamped by introducing new categories such as “Best Innovative Lecture” and “Best MOOCs Award” under the banner of Innovative ICT Mediated Learning. “Best Amateur Video” Award has also been introduced to encourage young and upcoming filmmakers. Vice-chancellor Prof Renu Jain expressed gratitude to Nadda for giving DAVV the opportunity to host the festival during its Diamond Jubilee. She acknowledged the profound impact of documentary films on life due to their unique ability to transcend barriers of time, space and culture while fostering connections that bridge the gaps between us. She added that documentary films challenge us to confront uncomfortable truths, question our assumptions, and to think of a world where empathy triumphs over indifference. A total of 19 films will be screened during the three-day festival, to sensitise students and other stakeholders."
https://www.freepressjournal.in/indore/indore-two-hotels-in-rau-fail-in-fire-safety-audit,Indore: Two Hotels In Rau Fail In Fire Safety Audit,"Indore (Madhya Pradesh): Notices have been issued to two hotels in the Rau 
area for failing to meet the fire safety standard during the on...",2 days ago,Free Press Journal,"Indore (Madhya Pradesh): Notices have been issued to two hotels in the Rau area for failing to meet the fire safety standard during the on the spot fire safety audit of the hotels that is underway. The hotels have been asked to ensure that they meet the fire safety standards otherwise their guest booking will be barred. Following the incident of fire in multi-storied building Industry House a few days ago, the district administration is running a drive to have the on the spot fire safety audit of the G+3 storied buildings. On Tuesday, on the instructions of collector Asheesh Singh, SDM Rau Vinod Rathod along with tehsildar Narayan Nandeda and CMO and other officers of Municipality Rau inspected various institutions for fire safety. SDM Rathore informed that various hotels in Rau area were investigated. When the investigation found shortcomings in security management, notices were issued to them and instructions were given to organise and streamline the security arrangements in the next 7 days. He said that Papaya Tree Hotel located at Rau Circle was investigated. All equipment and their certification were found to be as per the criteria. The tool is working and up to date. In this regard, equipment was checked on the spot and started. All equipment was found working. Similarly, investigation was conducted regarding fire extinguishers and fire safety in Hotel The Red Maple in Rau area. Here it was found that the fire safety equipment like the hydrant system, nozzle pipe, etc are still incomplete. Heat and smoke sprinklers are not installed in the corridor, kitchen, lobby etc. Fire related work is not complete. The hotel is running solely on the protection of fire extinguishers. The arrangement for disposal of kitchen and hotel waste is also not proper. Notice has been issued to the hotel. If the work is not completed within this time, guests booking in the hotel will be banned. Similarly, the fire system was found as not working in Hotel Enrise located in Rau. During investigation, it was found that the hotel has arrangements of fire safety like hydrants, sprinklers, etc. but the motor system that runs all these is faulty. For this reason, the fire system of the hotel could not be checked. The hotel has been given two days' time. Notice has been given to fix the system in two days. Otherwise, guest booking in the hotel will be banned."
https://www.freepressjournal.in/indore/indore-municipal-commissioner-finds-cleanliness-hygiene-issues-at-imc-hq-issues-notice-to-official,"Indore Municipal Commissioner Finds Cleanliness, Hygiene Issues At IMC HQ, 
Issues Notice To Official","A surprise inspection by new municipal commissioner Shivam Verma on Tuesday 
exposed that IMC headquarters languish in filth.",2 days ago,Free Press Journal,"Indore (Madhya Pradesh): Indore Municipal Corporation (IMC), which takes credit for ensuring that Indore clinched the cleanest city target seven times in a row, could not see cleanliness protocols going for a toss under its own nose. A surprise inspection by new municipal commissioner Shivam Verma on Tuesday exposed that IMC headquarters languish in filth. During an inspection, Verma discovered a shocking state of affairs, with employees and officers neglecting cleanliness protocols. Verma's dismay peaked when he found the Revenue Department lacking basic amenities such as drinking water and clean toilets. Expressing deep displeasure, he swiftly directed the superintendent engineer to issue show-cause notices to the negligent official. In an effort to rectify the situation, Verma ordered immediate improvements, including provisions for drinking water, seating, and fans in waiting areas. He emphasised the urgency of regular cleaning and adequate water supply to ensure citizens' convenience. Upon finding a water cooler switched off, Verma rebuked the office superintendent and demanded immediate repairs. His stern warning underscored the seriousness of maintaining cleanliness within the premises. Furthermore, Verma inspected the Birth-Death-Marriage Registration Office, engaging with citizens and scrutinising case resolution registers. He ordered initiating actions to improve facilities, including activating water coolers and organizing parking arrangements. Accompanied by additional commissioners Abhilash Mishra and Abhay Rajangaonkar, Verma's inspection highlighted a stark reality: the need for swift action to uphold standards of cleanliness and efficiency within the Municipal Corporation's headquarters."
https://www.freepressjournal.in/indore/indore-oath-administered-to-students-to-vote,Indore: Oath Administered To Students To Vote,"Indore (Madhya Pradesh): Under the Systematic Voters Education and 
Electoral Practices (SVEEP) the students of Bherulal Patidar Government...",2 days ago,Free Press Journal,"Indore (Madhya Pradesh): Under the Systematic Voters Education and Electoral Practices (SVEEP) the students of Bherulal Patidar Government Post Graduate College, Mhow were administered a pledge to vote in the forthcoming Lok-Sabha election on Tuesday. The District Election Office is planning to organise such programmes in more colleges. In view of the Lok Sabha elections, SVEEP campaign is being run in the district to make voters aware about voting. Under the campaign, programmes are being organised continuously at various places from village to city. Participation of every section of society is being ensured in these programmes. Under this, the oath was administered to the students in the government college located in Dr Ambedkar Nagar of the district. Many innovations are also being made under the awareness campaign in the district under the direction of collector and district election officer Asheesh Singh. As per the instructions given by Siddharth Jain, nodal officer of the SVEEP campaign and district panchayat CEO, a campaign is also being run in educational institutions to make young voters aware. In compliance with these instructions, the principal of Bherulal Patidar Government Post Graduate College, Mhow, Dr Praveen Ojha on Tuesday explained the importance of voting to the students in the college as part of a voter awareness campaign under the SVEEP plan, keeping in mind the upcoming Lok Sabha elections. An oath was taken to cast 100% vote. Dr Ojha told students that voting is our right that is given in equal measure to everyone irrespective of the person’s economic standing so one must understand its dignity and exercise his or her franchise and empower the nation by using it. Administrative officers of the college, Dr PK Sanse, Dr Archana Jain, Dr Snehlata Vyas, Dr Rekha Verma, Dr Manisha Dandwate, Captain D. Krishna Bhuria, Dr Shailendra Pipariya and head clerk Hemant Jadam were specially present in the programme."
https://www.freepressjournal.in/indore/indore-west-discom-prepares-for-potential-peak-of-700-mw-as-mercury-climbs,Indore: West Discom Prepares For Potential Peak Of 700 MW As Mercury Climbs,"With each degree increase in temperature, the city witnesses a substantial 
uptick in power usage, with estimates indicating a potential...",2 days ago,Free Press Journal,"Indore (Madhya Pradesh): As there is a significant correlation between the rising heat and surging electricity consumption, Madhya Pradesh West Zone Electricity Distribution Company has anticipated that the potential peak of power consumption will be 700 MW if the mercury climbs to 43-45 degrees Celsius. With each degree increase in temperature, the city witnesses a substantial uptick in power usage, with estimates indicating a potential spike of five lakh units for every one-degree rise, said West Discom. Data from the past 25 days of March reveals a marked increase in electricity consumption compared to the same period last year, signalling a trend likely to persist as summer intensifies. Presently, the city's daily electricity demand hovers around 470 MW, with consumption nearing 95 lakh units. As the mercury soars, the city braces for a surge in cooling-related appliance usage, including air conditioners, fans, coolers, and refrigerators. As per West Discom’s estimates, about 2.5 lakh air conditioners, 20 lakh fans, 3.5 lakh coolers and about 5.5 lakh fridges are used in the city during summer. With the onset of summer vacation for schoolchildren, domestic consumption is expected to soar further. Electricity officials estimate that if the temperature is 39 degrees, the daily consumption of power can reach 1 crore to 1.02 crore units. The consumption will be 1.08 crore units and 1.14 crore units if the temperature is 40 degrees and 41 degrees respectively, they projected. According to the electricity demand, it can cross 520 MW on April 5, 540 MW on April 10, 570 MW on April 25 and 625 MW on May 15. If the mercury climbs to 43-45 degrees Celsius, the city could witness a record demand of up to 700 MW, surpassing previous years' peaks. To meet the anticipated surge, West Discom officials have ramped up preparations, aligning resources to accommodate a maximum demand of 700 MW. Last year's peak demand of 630 MW, recorded on June 14, serves as a benchmark for this year's projections. With power consumption closely tied to rising temperatures, Indore remains vigilant as it readies itself to navigate potential energy challenges amid the sweltering summer months ahead. Maximum electricity demand of last five years Year Units 2023 630 MW 2022 580 MW 2021 530 MW 2020 450 MW 2019 500 MW"
https://www.freepressjournal.in/indore/indore-now-universities-to-hold-exams-of-moocs-courses,"Indore: Now, Universities To Hold Exams Of MOOCs Courses","Indore (Madhya Pradesh): Consortium for Educational Communication (CEC) 
director Jagat Bhushan Nadda here on Tuesday said that students...",2 days ago,Free Press Journal,"Indore (Madhya Pradesh): Consortium for Educational Communication (CEC) director Jagat Bhushan Nadda here on Tuesday said that students enrolled for massive open online courses (MOOCs) can write their exams in offline mode at university level. “As of now, the National Test Agency holds exams of MOOCs and other online courses in a computer-based mode. Come July, the students enrolled for MOOCs and other digital courses can now take exams in pen-and-paper format at the university level also,” he told reporters. Nadda said that around 60 lakh students enrolled for MOOCs and other online courses but around 15 to 20 lakh students only register with NTA for exams. “The students generally feel comfortable with pen-and-paper format of exams whereas NTA holds exams in computer-based mode. It’s for the reason that we have asked the university and autonomous college to hold exams for MOCC students as well,” he stated. While NTA charges around Rs 600 per paper, the university will conduct exams for MOCC courses for free. Nadda stated that the central government has set a target to take the gross enrolment ratio (GER) from existing 27 per cent to 50 per cent by 2035. “There are roughly 1,200 universities and 45,000 colleges in the country. To double the GER, the government will have to ensure that the universities and colleges also double in the next 11 years, which is impossible to do. Hence, digital education is the only way forward,” he said. Dubbing it “an achievement”, Nadda said that 208 courses under Swayam scheme have been developed in the last two years. Documentary films to be released on OTT soon Claiming that the quality of documentary films made by institutions under CEC is of international standards, Nadda said that they have been planning to release the films on the OTT platform. “I can’t give you any time frame but in principal, it has been decided that our documentary films will be released on the OTT platform,” he added. Process to set up Digital University on fast track Nadda said that the process to set up Digital University is on the fast track. “Only after the digital university is set up up degree courses in digital mode could be offered. “We have designed the syllabus for digital degree courses in eight streams. The work is on for developing e-content in nine more courses. Once that happens, the launch of the digital university will be just a foot away,” he added."
https://timesofindia.indiatimes.com/city/indore/grocery-shop-owner-blackmailed-to-pay-1l/articleshow/108863139.cms,Grocery shop owner blackmailed to pay ₹1L,"Indore: A grocery shop owner was forced to pay Rs one lakh by two girls and 
a youth who first clicked his objectional pictures with a girl...",20 hours ago,Times of India,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari
https://timesofindia.indiatimes.com/city/indore/cwc-wcd-officials-attacked-rescued-by-cops/articleshow/108832262.cms,"CWC & WCD officials attacked, rescued by cops","Indore: Three members of a team of women and child development (WCD) 
department and child welfare committee (CWC), who had gone to a private...",1 day ago,Times of India,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari
https://www.freepressjournal.in/indore/indore-bike-rider-thrown-up-in-the-air-gets-crushed-underneath-car-wheels,"Indore: Bike Rider Thrown Up In The Air, Gets Crushed Underneath Car Wheels 
(WATCH)","Indore (Madhya Pradesh): LIG Square, one of the busiest squares of the city 
saw a horrific accident during peak traffic hours at around 6.15...",1 day ago,Free Press Journal,"Indore (Madhya Pradesh): LIG Square, one of the busiest squares of the city saw a horrific accident during peak traffic hours at around 6.15 pm in which a bike rider lost his life when a speeding car crashed into two cars and a motorcycle at the traffic signal. A post shared by The Free Press Journal (@freepressjournal) The vehicles had stopped at the square as the signal was red when a speeding sedan car crashed into two stationary cars and a bike from the rear as its driver dozed off. The impact was so severe that the bike rider was thrown in the air and came underneath the wheels of one of the cars. He was taken to the nearby hospital where he succumbed to his injuries. The driver of a hatchback car was also injured in the accident. The sedan car driver tried to flee but police managed to detain him. According to the police, the deceased was identified as Ashiq Khan, 28, a resident of Krishna Bagh Colony. He worked in a medical shop in Dawa Bazar and was returning to his place for Roza Iftari when he met with the accident. The injured person has been identified as Raman Rathod who was driving one of the cars which was damaged in the accident, a resident of Sehore. He had come to the city for a family function. The accused driver has been identified as Jaspal, a resident of Ashok Nagar. The car is registered in the name of Dr Arjun Jain of a private medical college. He was not in the car when the accident took place. The car driver was taking the doctor’s son home from a football session. Police conducted a breath alcohol test of the driver with the help of a breathalyzer which was found to be negative. Subsequently, the police detained him and registered a case against him. The accident resulted in a traffic jam at the square and it took the police around 30 minutes to regularise the traffic at the square."
https://timesofindia.indiatimes.com/city/indore/man-stabs-wife-to-death-on-suspicion-of-infidelity/articleshow/108832299.cms,Man stabs wife to death on suspicion of infidelity,"Indore: A 35-year-old woman was stabbed to death by her husband over 
suspicion of infidelity in Lasudia area late on Tuesday.",1 day ago,Times of India,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari
https://www.freepressjournal.in/indore/indore-woman-cop-warns-public-of-lathh-maar-holi-over-mcc-violation-lawyer-demands-probe-watch,"Indore: Woman Cop Warns Public Of Lathh Maar Holi Over MCC Violation; 
Lawyer Demands Probe (WATCH)","Indore (Madhya Pradesh): A Sub-Inspector at the Lasudia Police Station in 
Indore, is under scrutiny after she was seen warning the public of...",2 days ago,Free Press Journal,"Indore (Madhya Pradesh): A Sub-Inspector at the Lasudia Police Station in Indore, is under scrutiny after she was seen warning the public of a “Lathh Maar Holi” in case of violations under Model Code of Conduct (MCC). A video is being widely circulated on social media, where the woman cop can be heard asking people playing Holi to wrap up their celebrations as per the deadline or else police will take stern action against them. Supreme Court lawyer Shashank Shekhar Jha recently shared the post on X, drawing attention to the action of Sub-Inspector Khushboo Parmar. In his post, Jha urged Chief Minister Mohan Yadav to investigate the matter further. She is Khushboo Parmar.She is the Sub-Inspector of Lasudia Police Station in Indore.She openly threatened Hindus of latth-maar Holi by Police.Dear @DrMohanYadav51 ji,kindly look into this.CC: @KailashOnline @Ramesh_Mendola pic.twitter.com/PkssySbP87 The controversy erupted after a social media post highlighted her alleged warning, accompanied by a video showing her stating, ""holi khelne ka samay 4 baje tak tha, apne apne ghar chale jaye, nahi toh police dwara latth maar holi ka ayojan kiya jaega"" (Holi celebrations should end by 4 p.m. Everyone should head home, or else the police will organise latth-maar Holi). The Model Code of Conduct, issued by the Election Commission, came into effect on March 16, 2024, as Lok Sabha elections are due. This code consists of rules for political parties and candidates to follow during elections, aiming to ensure fair elections by preventing anything that could influence voters or disrupt the voting process. The Lok Sabha elections of 2024 will take place in seven phases, commencing on April 19 and concluding on June 1. The results of the Lok Sabha elections will be declared on June 4. Additionally, the schedule for assembly polls in various states has been announced."
https://timesofindia.indiatimes.com/city/indore/mba-law-exams-postponed-for-third-time-now-in-april/articleshow/108832324.cms,"MBA & law exams postponed for third time, now in April","Indore: In light of delays in the admission process, the MBA first semester 
and law first and third semester examination schedules have been...",1 day ago,Times of India,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari
https://timesofindia.indiatimes.com/city/indore/two-held-in-shooting-case/articleshow/108802699.cms,Two held in shooting case,"Indore: Two persons were arrested in a case of shooting that had taken 
place at Gaupur Chowk on Friday in which one person was injured.",2 days ago,Times of India,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari
https://timesofindia.indiatimes.com/city/indore/mp-woman-stripped-paraded-and-beaten-up-in-indores-village-four-women-arrested/articleshow/108815544.cms,"MP: Woman stripped, paraded and beaten up in Indore's village; four arrested","Four women arrested in Indore for assaulting and humiliating a 30-year-old 
woman during Holi celebrations. The incident, captured on video,...",2 days ago,Times of India,"The TOI City Desk is an indefatigable team of journalists dedicated to bringing you the pulse of cities from across the nation, all day and all night. Our mission is to curate, report, and deliver city news that matters to readers of The Times of India. With a keen focus on urban life, governance, culture, and local issues, we provide a comprehensive view of the ever-evolving cityscapes. Our team works tirelessly to keep readers informed about the latest developments, ensuring that they are connected to the heartbeat of cities across India, right when it happens. The TOI City Desk is a trusted source for staying in touch with the local stories that shape your world.Read More 10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari"
https://timesofindia.indiatimes.com/city/indore/woman-thrashed-stripped-in-public-in-indore-village/articleshow/108836067.cms,"Woman thrashed, stripped in public in Indore village","In Indore, a 35-year-old woman was assaulted by four women after a dispute. 
The victim sought refuge with her parents, deeply traumatized.",1 day ago,Times of India,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari
https://timesofindia.indiatimes.com/city/indore/wearing-sindoor-religious-duty-of-married-woman/articleshow/108832283.cms,‘Wearing sindoor religious duty of married woman’,"Indore: A family court in Indore restored marital rights of a man and 
observed in the order that wearing vermillion is 'the religious duty'...",1 day ago,Times of India,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari
https://www.takeonedigitalnetwork.com/patna-ahmedabad-indigo-flight-diverted-to-indore-due-to-medical-emergency/,"Patna-Ahmedabad IndiGo flight diverted to Indore due to medical emergency | 
Take One","New Delhi [India], March 29 (ANI): An IndiGo flight, which operated from 
Patna to Ahmedabad, was diverted to Indore due to a medical...",7 hours ago,Take One,"New Delhi [India], March 29 (ANI): An IndiGo flight, which operated from Patna to Ahmedabad, was diverted to Indore due to a medical emergency on board. The crew on flight number 6E-178 assisted the unwell passenger, the airline said. “Prioritising his well being, the captain diverted the flight en route. On arrival, the passenger was referred for further treatment. Any inconvenience caused to other passengers is regretted,” the airline said in the brief statement. Further details, including name and address, about the unwell passenger was not known at the time of filing this report."
https://www.aninews.in/news/national/general-news/madhya-pradesh-cm-mohan-yadav-to-participate-in-decades-old-tradition-of-rangpanchami-ger-in-indore-tomorrow20240329172952,"Madhya Pradesh: CM Mohan Yadav to participate in decades-old tradition of 
Rangpanchami Ger in Indore tomorrow","The Rang Panchami festival is celebrated on the fifth day after Holi and 
people put colours and gulal to each other on the occasion.",7 hours ago,ANI News,"ANI | Updated: Mar 29, 2024 17:29 IST Indore (Madhya Pradesh) [India], March 29 (ANI): The decade-old tradition of Rangpanchami Ger is scheduled to be organised in Madhya Pradesh's Indore district on Saturday morning and Chief Minister Mohan Yadav will also participate in it, the district collector said.The Rang Panchami festival is celebrated on the fifth day after Holi and people put colours and gulal on each other on the occasion. On this day, a huge crowd of people gather in Rajwada and surrounding areas in the city and shower colours on each other.People also spray gulal and colours through vehicles and celebrate this festival with great pomp. In view of the Rangpanchami, the district administration on Friday afternoon took the preparations and security arrangements in the city. District Collector Ashish Singh said, ""The preparation to celebrate the 75-year-old tradition of Rangpanchami Ger in the city is going on. Efforts are also underway to include it in the UNESCO heritage list. Next year we will try to get the UNESCO team to come to Indore.""Collector Singh further said that security arrangements were made properly. CCTV cameras have been installed, fire brigade, ambulance, medical staff will also be made available at the site.""This time we have made arrangements for 120 people to see Rangpanchami Ger from the houses falling on the route of Ger by booking them through an app so that people with their families can come to see it. This morning full booking has been done. It is free and is a pilot initiative. We will do it on a larger scale from next year,"" he added.The collector also warned that strict action would be taken against those who create ruckus during the ger and those who would bring weapons would be booked under NSA.Chief Minister Mohan Yadav will also participate in the Rangpanchami Ger and all preparations have been made for the same, Collector Singh added. (ANI) Madhya Pradesh Indore Rangpanchami Rangpanchami Ger Holi colour gulal CM Mohan Yadav Indore Collector Ashish Singh CM Yogi addresses Prabuddh Varg Sammelan in Amroha Updated: Mar 29, 2024 23:38 IST All those involved in phone-tapping will be sent to Cherlapalli jail: Telangana CM Revanth Reddy Updated: Mar 29, 2024 23:35 IST ""Sheikh Shahjahan will definitely be punished but what punishment West Bengal CM will get..."": BJP leader Agnimitra Paul Updated: Mar 29, 2024 23:25 IST ""Somebody denying tax to govt is denying benefit to poor"": Assam CM attacks Congress Updated: Mar 29, 2024 23:22 IST Lok Sabha polls: Amit Shah to visit Assam on April 6 Updated: Mar 29, 2024 23:02 IST TN: Indian Navy, Nagapattinam district administration conduct voter awareness campaign Updated: Mar 29, 2024 22:38 IST Madhya Pradesh: Two held with 7.6 kg brown sugar in Indore copyrights © aninews.in | All rights Reserved"
https://www.freepressjournal.in/indore/indore-it-would-soon-be-possible-to-reach-mumbai-delhi-in-10-hours-by-road-says-bjps-shankar-lalwani,"Indore: It Would Soon Be Possible To Reach Mumbai & Delhi In 10 Hours By 
Road,’ Says BJPs Shankar Lalwani","Indore (Madhya Pradesh): BJP Lok Sabha candidate and MP Shankar Lalwani 
have said that in the next 2 years, the city will be very well...",15 hours ago,Free Press Journal,"Indore (Madhya Pradesh): BJP Lok Sabha candidate and MP Shankar Lalwani have said that in the next 2 years, the city will be very well connected with Hyderabad, Mumbai and New Delhi. It would be possible to reach Hyderabad in 9 hours and Mumbai and New Delhi in 10 hours by road. Lalwani was speaking at a programme organised by Mahanagar Vikas Parishad and Ahilya Utsav Samiti to honour him. In the dignified event organised at Ahilya Sadan, Lalwani, while giving information about the development works done during his tenure, said that in the coming two years, the city will be connected to all the major cities of the via road, rail and air sectors. After the completion of the Indore Khandwa railway line work in two years, about 100 trains will start running from the city. An amount of Rs 11,000 cr. has been approved for the setting up of a logistics hub between Betma and Pithampur. The development plan of the city airport is also being prepared for the next 25 years. Earlier, president of the Ahilya Utsav Samiti Ashok Daga said in his welcome speech that Lalwani has been an active worker of Ahilya Utsav Samiti, so today we are honouring him.."
https://www.bizzbuzz.news/national/women-on-wheels-breaking-the-glass-ceiling-1302776,Women on Wheels breaking the glass ceiling,"Indore: Meet Ranjita and Sonam, the women cab drivers who have broken the 
glass ceiling by joining the profession where women are rarely...",1 day ago,BizzBuzz,"MORE Indore: Meet Ranjita and Sonam, the women cab drivers who have broken the glass ceiling by joining the profession where women are rarely seen. They work for an Indore-based fleet services firm, ‘Sakha’ which means friend in Hindi. Ranjita is from Indore and mother of two - son (18) and a daughter (16). Sonam has got two sons. The two ladies are working as car drivers so as to feed their school going kids. Initially, it was not easy to venture into the driving job for them. “The moment my father came to know of my plan to become a professional driver, he got angry and started yelling at me,” says Sonam. However, both of them got an uninitiated support from their husbands which helped them realise their dream job of car driver. Ranjita, who hails from Indore and has lost her husband a few years ago, says, ""I often take families to distant places like Mahakaleshwar and Omkareshwar and often have to be out for 2-3 days."" Sonam, who hails from remote place like Nimar in Madhya Pradesh, had started her career by driving kachada collecting vehicle by the local civic body. However she didn't find it interesting enough and hence joined a fleet services providing firm some five years ago. When there is no advance booking in place, they drive their cars as Ola drivers. In fact, these women have set an example for others to follow. © Copyright 2024 | Powered by Hocalwire © Copyright 2022 | Powered by Hocalwire"
https://www.freepressjournal.in/indore/lok-sabha-elections-aros-appointed-in-all-assembly-constituencies,Lok Sabha Elections: AROs Appointed In All Assembly Constituencies,"Indore (Madhya Pradesh): For the Lok-Sabha Election 2024, Collector and 
District Election Officer Asheesh Singh has appointed Assembly...",1 day ago,Free Press Journal,"Indore (Madhya Pradesh): For the Lok-Sabha Election 2024, Collector and District Election Officer Asheesh Singh has appointed Assembly constituency wise assistant returning officers. These orders were issued according to the guidelines given by the Election Commission of India for the Lok Sabha elections 2024. As per the order issued on Wednesday, joint collector Ravi Verma is ARO for Assembly Constituency Depalpur, joint collector Omnarayan Singh Badkul for Assembly Constituency Indore-1, joint collector Rakesh Mohan Tripathi for Assembly Constituency Indore-2, Joint Collector Ghanshyam Dhangar for Assembly Constituency Indore-3. joint collector Gopal Singh Verma for Assembly Constituency Indore-4, joint collector Kalyani Pandey for Assembly Constituency Indore-5, incharge deputy collector Vinod Rathore for Assembly Constituency Rau, , deputy collector Ajit Kumar Shrivastava for Sanwer Assembly Constituency and in-charge deputy collector Charanjit Singh Hooda has been appointed ARO for Mhow Assembly Constituency. Only 5, including candidate, be able to enter Returning Officer's room Only four persons along with the candidates will be able to enter the Returning Officer's room to file nomination. Only three vehicles will be allowed to enter within 100 metres of the office. The process of filing nomination will start at 11 am and will continue till 3 pm. No person will be allowed to enter the room or bring documents after 3 pm. The candidates will have to come to the RO room with all the relevant and necessary documents like nomination form, proof of security deposit, Form-A and B and affidavit etc. If the candidate is not an elector of the same constituency from where he/she is contesting election, then the candidate will have to file a copy of the electoral roll of the constituency concerned or a certified copy of the relevant part of the electoral roll. A candidate can file four nomination papers for the same constituency. These can be submitted together or separately. Videography of the nomination process will also be done."
